Time;Cd;Cl
898.0;0.0954031341;-1.18454363
899.0;0.0954080415;-1.18490077
900.0;0.0954103865;-1.18524552
901.0;0.0954102129;-1.1855711
902.0;0.0954073754;-1.18586443
903.0;0.0954029389;-1.18615048
904.0;0.0953979394;-1.18642707
905.0;0.0953933699;-1.18671767
906.0;0.0953904355;-1.18701667
907.0;0.0953901241;-1.18732737
908.0;0.0953929443;-1.1876477
909.0;0.0954003052;-1.18801294
910.0;0.0954121648;-1.18839752
911.0;0.0954295196;-1.18881055
912.0;0.0954572321;-1.18930402
913.0;0.0954924479;-1.18982723
914.0;0.0955268767;-1.19032335
915.0;0.0955517606;-1.19074128
916.0;0.0955675424;-1.19111332
917.0;0.0955758752;-1.19147105
918.0;0.095578122;-1.19180755
919.0;0.0955773367;-1.19213042
920.0;0.0955768188;-1.19244608
921.0;0.0955782906;-1.1927622
922.0;0.0955824377;-1.19308501
923.0;0.0955893421;-1.19342056
924.0;0.0955979194;-1.19376071
925.0;0.0956069066;-1.19410738
926.0;0.0956151763;-1.19445432
927.0;0.0956228136;-1.19480219
928.0;0.0956299807;-1.19514705
929.0;0.095636443;-1.19548273
930.0;0.0956428683;-1.19581479
931.0;0.0956515002;-1.19616706
932.0;0.0956653847;-1.19656063
933.0;0.0956886015;-1.1970141
934.0;0.0957169241;-1.19748055
935.0;0.0957433348;-1.19791935
936.0;0.095764761;-1.19833033
937.0;0.0957809276;-1.19871176
938.0;0.0957947793;-1.19909006
939.0;0.0958083258;-1.19947546
940.0;0.0958219312;-1.1998599
941.0;0.0958354389;-1.20023779
942.0;0.0958488484;-1.20061549
943.0;0.0958604034;-1.20097053
944.0;0.0958698933;-1.20131983
945.0;0.0958748719;-1.20163603
946.0;0.0958751607;-1.20193366
947.0;0.0958715665;-1.20222127
948.0;0.0958665967;-1.20249632
949.0;0.0958636831;-1.20277378
950.0;0.0958648992;-1.20308286
951.0;0.0958712801;-1.20341674
952.0;0.095883769;-1.20378622
953.0;0.0959037497;-1.20420121
954.0;0.0959338621;-1.20468728
955.0;0.0959658724;-1.2051655
956.0;0.0959940396;-1.2056103
957.0;0.0960163412;-1.20602008
958.0;0.096034313;-1.20641222
959.0;0.096049727;-1.20680052
960.0;0.0960626809;-1.20717955
961.0;0.0960718346;-1.20753673
962.0;0.0960760507;-1.20785562
963.0;0.096077026;-1.2081607
964.0;0.096076636;-1.20845821
965.0;0.0960769779;-1.20876513
966.0;0.0960790358;-1.20907266
967.0;0.0960827339;-1.20938424
968.0;0.0960870739;-1.20969845
969.0;0.0960912221;-1.21001704
970.0;0.0960951096;-1.21033579
971.0;0.0960996405;-1.2106563
972.0;0.096106091;-1.2109895
973.0;0.0961154047;-1.21133932
974.0;0.0961284882;-1.21171186
975.0;0.0961483147;-1.21213591
976.0;0.0961720423;-1.2125762
977.0;0.0961936278;-1.21299122
978.0;0.096209312;-1.21336445
979.0;0.0962197674;-1.21371392
980.0;0.0962270758;-1.21405639
981.0;0.0962333212;-1.21439562
982.0;0.0962397481;-1.21473286
983.0;0.0962464508;-1.21506681
984.0;0.096253056;-1.21539909
985.0;0.0962589474;-1.21572125
986.0;0.0962641274;-1.21604231
987.0;0.096268357;-1.21636055
988.0;0.0962713354;-1.21666931
989.0;0.0962737138;-1.21697901
990.0;0.0962754124;-1.21728322
991.0;0.0962762842;-1.21758877
992.0;0.0962762441;-1.21787937
993.0;0.096275692;-1.218167
994.0;0.0962754849;-1.21846127
995.0;0.0962775294;-1.21876533
